,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
11803,12102,3,0,3,0,1,"In other news, my eyelid is STILL spasming. Putting on mascara today was a bitch. #wtf"
17233,17625,3,0,0,3,2,RT @SenorSteez This whole week was trash
20657,21105,3,0,2,1,1,See my nig @officialccane today somebody who understands the music like me !!
2387,2436,3,0,3,0,1,@Alan_Casillas bitches or wat
19923,20364,3,0,3,0,1,RT @rihanna: I ain't got no type...bad bitches is the only thing that I like
19324,19753,3,0,3,0,1,RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;
16139,16509,3,0,3,0,1,RT @Landontours: Nice baby bump bitch.
23797,24292,3,0,3,0,1,even tho i killed a pussy nigga i hope he go to heaven -Young Thug &#128519;
9029,9281,3,0,2,1,1,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/bpDqqPoGAe
17928,18330,3,0,3,0,1,RT @UglyGawd: Or fags cause if you post you found him attractive as well RT @JactionJ: Niggas who post trannys to see if a nigga thirsts ov&#8230;
10517,10796,3,0,3,0,1,"I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu"
22329,22800,3,1,2,0,1,U Lil stupid ass bitch I aint fucking wit youuuu&#8252;&#127911;
11531,11824,3,3,0,0,0,"If a spic ever talks to a white person and the white person kills them, it's self defense."
13567,13901,3,0,3,0,1,Ohmygod please don't be a bitch to me today.
16860,17246,3,0,3,0,1,RT @Pacino718: RT @Crucifixio: &#128077; &#8220;Fuck the skinny bitches in the club!&#8221; - @NICKIMINAJ #ANACONDA http://t.co/HqigE3CqNa
4822,4962,3,3,0,0,0,@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.
12933,13252,3,0,3,0,1,Musta let dem retards out to food shop. One just step on my boots in da Foodtown. Y'all know not to step on a niggas shoes
9653,9916,3,2,1,0,0,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....
7668,7884,6,2,3,1,1,"Allergies have my eyes all red and chink eyed, I look like I'm stoned"
6454,6637,3,2,1,0,0,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up
17501,17899,3,0,0,3,2,RT @Swizzzy: Peeps are trash.. Marsh mellows in general are trash
12892,13211,3,0,3,0,1,Money over bitches even though I love ladies
13451,13782,3,1,0,2,2,Not really sure how to describe what's happening here #eurotrash @mguiducci @nickbrown85 @ VIP Room http://t.co/WTS6nM3egc
15606,15972,3,0,3,0,1,RT @Ilovebamf: @KibaBJJ @Savage_530 you bitch Benito I thought I was the only one
15970,16339,3,0,2,1,1,"RT @Ke2yourheart: I don't play about the monkey, you have to earn this shit&#128564;"
1803,1840,3,0,3,0,1,&#8220;@jcash___: @VoiceOfDStreetz knowing I can picture that hoe in my head&#8221; he good now knocked the wind out that boy &#128514;
1008,1031,3,0,3,0,1,&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA
5736,5900,3,1,2,0,1,@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;
23238,23722,3,0,0,3,2,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf"
15180,15538,3,0,3,0,1,"RT @FemaleTexts: ""You're such a bitch"" 

Me: http://t.co/XfRnQ6UM1O"
5864,6031,3,0,3,0,1,@djfeds lmao yeah bitch that lil shit ripped .!
10621,10901,3,0,1,2,2,"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top."
16175,16545,3,0,3,0,1,"RT @LeoGarris: Y'all save hoes, I'd ratha save paper. &#128175;"
16739,17124,3,0,0,3,2,RT @OGMarcusC: !!!! &#8220;@RapAboutCereal: Jay Z verse trash. http://t.co/eYb3B08BTM&#8221;
6463,6646,3,0,3,0,1,"@kieffer_jason naw my fam aint no bitch made niggas, gtf off my shit fuck nigga im not your fam oh friendly ass nigga"
15414,15777,3,0,3,0,1,RT @HELL3RELL: Today is the only day you hoes get a pass for being a fool&#128514;
7989,8212,3,0,3,0,1,Being a hoe ain't cute #ijs
9503,9763,3,0,1,2,2,Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk
10579,10858,3,0,3,0,1,I just fell in love. Just saw the baddest bitch driving a 2014 e350 amg coupe &#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;&#128525;
23389,23876,3,1,2,0,1,You niggaz is bitches better yet actresses da k hit ya ass nd flip you like a pissy mattress
15119,15477,3,1,2,0,1,"RT @Eric_Mariners: @mray9729 @Buckm00se @letsargueboxing i dont have time for these childish games, just fight me bitch."
15439,15802,3,0,3,0,1,RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;
17018,17408,3,0,3,0,1,RT @RakwonOGOD: &#8220;Bros before hoes&#8221; - a bro with no hoes
7108,7307,3,0,3,0,1,@swirlg0ddess main bae gonn think sumn up wit the pussy
19262,19691,3,0,0,3,2,"RT @iowahawkblog: Whatta co-inky-dink: IRS cancelled contract with email backup company right after Lerner's computer ""crash"" http://t.co/Z&#8230;"
14828,15183,3,1,2,0,1,RT @CurrenSy_Spitta: Fuckin hoe ass Click it or ticket.....25 dollars n shit
3335,3421,3,0,3,0,1,@HOMELESSBITCH Can I bitch about not having smoke??
5085,5236,3,0,3,0,1,@VaginaaHolic @DeesChronicles ie don't make a hoe a housewife
19817,20258,6,1,2,3,2,RT @pambesteder: **WOW* according to this tweet by @Tarascan68 Obama must have been an Uncle Tom? http://t.co/Klcsgy9JPW
18621,19032,3,0,1,2,2,"RT @bakedbrotatoes: *spits out animal cracker*
This doesn't even taste like hippo."
7860,8081,3,0,3,0,1,Awwwwww RT @Tyga: That ain't my hoe.
4783,4922,3,0,3,0,1,@StevenLevandows tf? get me on that bitch stat
1536,1570,3,1,2,0,1,&#8220;@Stoney_Blu: Y'all big braid gelled baby hair havin bitches look like Dashiki from Don't Be a Menace ... This is not up for discussion&#8221;&#128514;
1892,1931,3,1,2,0,1,&#8220;@sc_waters: &#8220;@what_evaittakes: Ya niggas play to fuck my niggas play for keeps&#128526;&#8221;&#8252;&#65039;&#128514;&#128526;&#8221;these bitches can't fuck wit me &#128553;&#128553;
4340,4468,3,1,2,0,1,@OliviaLuu3 Calm down you little Asian lol just go flip a bitch!
10095,10368,3,0,3,0,1,I can guarantee that 9 out of 10 of y'all's bitches follow me.
9039,9292,3,0,3,0,1,Face only yo bitch could love http://t.co/OckXAYthAK
3115,3194,3,1,2,0,1,@ElizabethBatman &amp; @z0mbiedance are bitches.
17075,17465,3,0,0,3,2,RT @Realistt__: Shy girls are undercover freaks..&#128527;
10545,10824,3,0,3,0,1,I haven't been called ugly once my whole life tho RT @ayylmaoanod: guys who refer to women as bitches are so ugly to me lmao u disgust me
12677,12992,3,0,3,0,1,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;"
6066,6241,3,0,3,0,1,"@harley_schuder hoe"""
21108,21561,3,1,2,0,1,Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.
485,493,6,0,6,0,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
20958,21409,3,0,0,3,2,"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy"
20971,21422,3,0,2,1,1,"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset."
14197,14538,3,0,0,3,2,RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw
11205,11492,3,0,2,1,1,"I'm a broke hoes dream , rich hoes cream !"
1340,1369,3,0,3,0,1,&#8220;@JerGucci: @1__dev You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;
4300,4427,6,0,1,5,2,@Notsosweetpea SOO when we hanging out and makin brownies!!
1638,1673,3,0,3,0,1,&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...
9010,9262,3,0,3,0,1,Everyone staring at me like whats this bitch doing here &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;
18038,18442,3,2,1,0,0,RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;
15903,16272,3,0,3,0,1,RT @JuveUnited: Messi REFUSED to be subbed off. Are you kidding me? So they took off NEYMAR? You little hobbit diva bitch.
17698,18098,3,0,3,0,1,"RT @TheOnlyReed: My daughter hate the Freddy Krueger mask I got at the crib, wheneva she act up, I put that bitch on for the NITE"
4879,5020,3,0,3,0,1,@ThankYouAriana no one asked bitch
121,122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol"
4653,4790,3,0,3,0,1,@SchoolBoyG_ why you gotta phone in your avi texting but you got negative bitches?
9790,10056,3,0,3,0,1,Here this bitch go ... Lol
24760,25273,3,0,2,1,1,you drove me redneck crazy
20067,20512,3,0,3,0,1,RT @stephanielazox: Hope you got what you wanted bitch.
6595,6780,3,0,3,0,1,@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch
8432,8666,3,0,0,3,2,Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ
16453,16829,3,0,3,0,1,"RT @MikeDiggEm: ""@BadGalTitii: When I see a girl wit her nigga, I be like bitch bet I can snatch from you but I ain't even gone do it. Lol""&#8230;"
16597,16978,3,0,3,0,1,"RT @NabilAbuAmirah: @SteveWorks4You gave themselves, when the bakers took pay cuts that killed the Twinkie. Tell the fucking truth for once&#8230;"
12317,12629,3,2,1,0,0,Late night phone convos with my hoomie that nigga a gook
4807,4947,3,1,2,0,1,@SwagishSternes yea I listen to that hoe when I wake up
17717,18118,3,0,3,0,1,RT @TheRealMFast: Niggas cheat on the most loyal most beautiful women with fucking trash
23234,23718,3,0,3,0,1,You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;
1545,1579,3,0,2,1,1,&#8220;@T_FLYE: http://t.co/s0kAVO4D3E them Wet &#128076;&#128166;&#128166;&#8221;say trav see if they got them hoes in Cali I will send you my money
11701,12000,3,0,3,0,1,Ihate a nosie bitch '
21145,21601,3,0,3,0,1,Stay witcha nasty little hoes who don't do shit for you.
1787,1824,3,0,3,0,1,&#8220;@iamSHIRAQ: @WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064;
15375,15738,3,0,3,0,1,"RT @GrandadJFreeman: I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ..."
10590,10869,3,0,0,3,2,I just put down a pan of brownies
8459,8693,3,0,3,0,1,Chick got a man but no edges. Niggas got hoes but no diploma . Damn
19556,19990,3,0,0,3,2,"RT @linnyitssn: No teabaggers, 9/11 is not about Benghazi, it's about those planes and those towers. Stop watching Fox News."
21012,21463,3,0,3,0,1,Sombody bring me some pussy
7528,7742,3,0,3,0,1,Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol
17168,17560,3,0,1,2,2,"RT @SMACKHighAZ: ""Seton Catholic where their own students talk trash about how low of a division there football team is in."""
1183,1209,3,1,2,0,1,&#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches
24052,24549,3,0,3,0,1,if u get mad or in ur feelings bout Zoe's vs Yanks tweets then twitter ain't for u!!! I be rolling at this shit tho&#128553;
1461,1491,3,1,2,0,1,&#8220;@PRAYINGFORHEAD: spongebob out here beating bitches up http://t.co/eWIHBSQEk8&#8221;@based_shinigami
13941,14281,3,1,2,0,1,Pussy gotta be trash RT @Adolfhibsta: Her love life is so sad lol RT @cqminaj: im so glad khloe k dumped french's ghetto ass
5025,5174,3,0,3,0,1,@TooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! &#128514;
15037,15394,3,0,2,1,1,RT @Doyoudream__: Cant spell above and beyond without hoe
21303,21764,3,0,3,0,1,Tell a hater I said fuck you tell your bitch I said fuck you
11650,11946,3,0,3,0,1,If you hoes stop shaving I'm running around spraying nair on all of y'all.
3948,4065,6,2,4,0,1,"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!"
8044,8269,3,1,2,0,1,"Bitch don't talk yo shit then, say you on papers when a bitch trinna get down &#9995;&#128514;&#128557; you a straight FAG BITCH foe dat. Scary ass hoe."
7554,7768,3,0,0,3,2,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past
8156,8383,3,2,1,0,0,Boy Yung thug is a fag
23005,23486,3,0,3,0,1,Wtf bitch
11028,11312,3,0,3,0,1,"I want one ae yous to start something with me tbh, but yous are aw pussy #shame"
18603,19014,3,1,2,0,1,RT @b0ss561: If you're gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it
15609,15975,3,1,2,0,1,RT @Ilovebamf: Like no bitch you didn't make the cut.&#128075;&#128129;
13755,14091,3,2,1,0,0,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you."
23799,24294,3,0,3,0,1,every lady ain't no hoe but every lady sure ain't no queen
9835,10102,9,2,7,0,1,Hit me with plans mah nigs
6898,7093,3,2,1,0,0,@real5Hfacts stfu u ugly dyke
1523,1556,3,0,2,1,1,&#8220;@SlimThickChicks: &#128525;&#128525;&#128525;&#128525; http://t.co/qMhkkQH8hg&#8221;kid in the yellow is rock hard
17300,17695,3,0,3,0,1,RT @ShitPussiesSay: Lets butt chug Mikes Hard Lemonade
17511,17910,6,0,6,0,1,RT @TAXSTONE: These bitches self esteem built off likes and their principles built off Instagram memes
18763,19179,3,0,3,0,1,RT @christeaa: Can't turn a hoe into a house wife babbyyy.
16630,17013,3,0,3,0,1,RT @NevaWhoDat: wet pussy is the best pussy &#128588;&#128527;&#128540;&#128069;&#128166;&#128572;&#128175;
15848,16217,3,0,3,0,1,RT @JohnnyFootbalI: Yeah @TigerWoods quit being a bitch about your back. Pop a few Viagra and get your horny ass back to dominating holes o&#8230;
17385,17780,3,0,1,2,2,RT @SpacePlankton: This monkey on my back keeps smearing poop in my hair.
6916,7111,3,0,3,0,1,@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full
11293,11581,3,0,0,3,2,I'm hooked on monkey phonics.
15045,15402,3,0,3,0,1,"RT @DragonflyJonez: Tell Bubba in Alabama youre African and not black and he's gonna call you a nigger with an EXTRA hard ""ER""."
14911,15267,3,0,3,0,1,"RT @Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know how to have FUN!"
6508,6691,3,2,1,0,0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him
6996,7192,3,2,1,0,0,@seannn181 youre a fag
19527,19961,3,2,1,0,0,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;
11167,11454,3,0,3,0,1,I'll beat some pussy up right about now
2880,2950,3,0,3,0,1,@Coley_Cee bitch watch tf out u on moose meat now
12205,12516,4,0,4,0,1,Karmas a bitch
2653,2716,3,0,1,2,2,@BookoutBj That's ghetto for super duper! It's the current generations best complement.
8040,8265,3,1,2,0,1,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
5098,5249,3,0,2,1,1,"@VinceSchilling Vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? Offensive to them or not?"
8177,8404,3,0,3,0,1,"Breakup Anthem &#128680;&#128680;&#128680;""We threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact"" &#128526; https://t.co/bnqd4FifRq"
15453,15816,3,3,0,0,0,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
21836,22302,3,1,2,0,1,These niggas rather love these hoes then get money smh what the fuck wrong with these niggas
23085,23568,3,0,3,0,1,"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?"
652,662,3,0,1,2,2,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;"
23846,24343,3,3,0,0,0,gay ass fags http://t.co/eqn4gvW42V
12492,12804,3,1,2,0,1,Lmao chill spook RT @BakeGriffin You think you Better than niggas cause you in Miami you &#252;ber colored Faggot @BmoreHumble?
8773,9017,3,0,1,2,2,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight."
9464,9724,3,1,0,2,2,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye
3238,3322,3,1,2,0,1,@GabrielaAngela4 I am always there bitch!
13012,13331,3,0,3,0,1,My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;
11613,11907,3,0,3,0,1,If you a top notch bitch lemme here you holler. (:
8343,8573,3,1,2,0,1,Can't get no money from me you silly hoe
18203,18608,3,0,3,0,1,RT @YungFree504: Mannn let bosh hoe ass hit that 3
16891,17278,3,0,3,0,1,"RT @PhillyDaBoss323: LOL favorite line tho ---&gt; RT @_bendoneit
You say no to ratchet pussy, juicy j cant."
2484,2537,3,0,3,0,1,@Articulate_Aura bitches don't know if they wanna play basketball or look sexy bro
14649,14999,3,0,3,0,1,RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe
13007,13326,3,1,2,0,1,My cats a bitch niggah.
21674,22137,3,0,3,0,1,"Then you would've died if you didn't breathe, bitch"
10447,10725,3,0,3,0,1,I hate bitches with thick eyebrows
6005,6176,3,2,1,0,0,@garrett_winker wow u hoe is the term for women
