"","term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"8998","partisan",0,0,0,0,0,0,0,0
"8999","partisanship",0,0,0,0,0,0,0,0
"9000","partition",0,0,0,0,0,0,0,0
"9001","partly",0,0,0,0,0,0,0,0
"9002","partner",0,0,0,0,0,0,0,0
"9003","partnership",0,0,0,0,0,0,0,1
"9004","parts",0,0,0,0,0,0,0,0
"9005","party",0,0,0,0,0,0,0,0
"9006","pas",0,0,0,0,0,0,0,0
"9007","pass",0,0,0,0,0,0,0,0
"9008","passable",0,0,0,0,0,0,0,0
"9009","passage",0,0,0,0,0,0,0,0
"9010","passageway",0,0,0,0,0,0,0,0
"9011","passe",0,0,0,0,0,0,0,0
"9012","passenger",0,1,0,0,0,0,0,0
"9013","passim",0,0,0,0,0,0,0,0
"9014","passing",0,0,0,0,0,0,0,0
"9015","passion",0,1,0,0,1,0,0,1
"9016","passionate",0,1,0,0,1,0,0,1
"9017","passive",0,0,0,0,0,0,0,0
"9018","passivity",0,0,0,0,0,0,0,0
"9019","passport",0,0,0,0,0,0,0,0
"9020","past",0,0,0,0,0,0,0,0
"9021","paste",0,0,0,0,0,0,0,0
"9022","pastel",0,0,0,0,0,0,0,0
"9023","pastime",0,0,0,0,0,0,0,0
"9024","pastor",0,0,0,0,1,0,0,1
"9025","pastry",0,0,0,0,1,0,0,0
"9026","pasture",0,0,0,0,0,0,0,0
"9027","pasty",0,0,0,0,0,0,0,0
"9028","pat",0,0,0,0,0,0,0,0
"9029","patch",0,0,0,0,0,0,0,0
"9030","patchwork",0,0,0,0,0,0,0,0
"9031","pate",0,0,0,0,0,0,0,0
"9032","patella",0,0,0,0,0,0,0,0
"9033","patent",0,0,0,0,0,0,0,0
"9034","paternal",0,0,0,0,0,0,0,0
"9035","paternity",0,0,0,0,0,0,0,0
"9036","path",0,0,0,0,0,0,0,0
"9037","pathetic",0,0,1,0,0,1,0,0
"9038","pathology",0,0,0,0,0,0,0,0
"9039","pathos",0,0,0,0,0,0,0,0
"9040","pathway",0,0,0,0,0,0,0,0
"9041","patience",0,1,0,0,0,0,0,1
"9042","patient",0,1,0,0,0,0,0,0
"9043","patio",0,0,0,0,0,0,0,0
"9044","patriarch",0,0,0,0,0,0,0,0
"9045","patriarchal",0,0,0,0,0,0,0,1
"9046","patrimony",0,0,0,0,0,0,0,0
"9047","patriot",0,0,0,0,0,0,0,0
"9048","patriotic",0,0,0,0,0,0,0,0
"9049","patriotism",0,0,0,0,0,0,0,0
"9050","patrol",0,0,0,0,0,0,0,1
"9051","patron",0,0,0,0,0,0,0,1
"9052","patronage",0,0,0,0,0,0,0,1
"9053","patronize",0,0,0,0,0,0,0,0
"9054","patronizing",0,0,0,0,0,0,0,0
"9055","patter",1,0,0,0,0,0,0,0
"9056","pattern",0,0,0,0,0,0,0,0
"9057","paucity",1,0,1,0,0,1,0,0
"9058","pauper",0,0,0,0,0,1,0,0
"9059","pause",0,0,0,0,0,0,0,0
"9060","pave",0,0,0,0,0,0,0,0
"9061","pavement",0,0,0,0,0,0,0,1
"9062","pavilion",0,0,0,0,0,0,0,0
"9063","paving",0,0,0,0,0,0,0,0
"9064","paw",0,0,0,0,0,0,0,0
"9065","pawn",0,0,0,0,0,0,0,1
"9066","pax",0,0,0,0,0,0,0,0
"9067","pay",0,1,0,0,1,0,0,1
"9068","payback",1,0,0,0,0,0,0,0
"9069","payer",0,0,0,0,0,0,0,0
"9070","payment",0,0,0,0,0,0,0,0
"9071","pea",0,0,0,0,0,0,0,0
"9072","peace",0,1,0,0,1,0,0,1
"9073","peaceable",0,0,0,0,0,0,0,0
"9074","peaceful",0,1,0,0,1,0,1,1
"9075","peacock",0,0,0,0,0,0,0,0
"9076","peak",0,0,0,0,0,0,0,0
"9077","peaked",0,0,0,0,0,0,0,0
"9078","pearl",0,0,0,0,0,0,0,0
"9079","peasant",0,0,0,0,0,0,0,0
"9080","peat",0,0,0,0,0,0,0,0
"9081","pebble",0,0,0,0,0,0,0,0
"9082","peck",0,0,0,0,0,0,0,0
"9083","peculiar",0,0,0,0,0,0,0,0
"9084","peculiarities",0,0,0,0,0,0,0,0
"9085","peculiarity",0,0,0,0,0,0,0,0
"9086","peculiarly",0,0,0,0,0,0,0,0
"9087","pecuniary",0,0,0,0,0,0,0,0
"9088","pedal",0,0,0,0,0,0,0,0
"9089","pedantic",0,0,0,0,0,0,0,0
"9090","peddle",0,0,0,0,0,0,0,0
"9091","pedestal",0,0,0,0,0,0,0,0
"9092","pedestrian",0,0,0,0,0,0,0,0
"9093","pediatrics",0,0,0,0,0,0,0,0
"9094","pedigree",0,0,0,0,0,0,0,1
"9095","pedometer",0,0,0,0,0,0,0,0
"9096","peel",0,0,0,0,0,0,0,0
"9097","peep",0,0,0,0,0,0,0,0
"9098","peer",0,0,0,0,0,0,0,0
"9099","peering",0,0,0,0,0,0,0,0
"9100","peerless",0,0,0,0,0,0,0,0
"9101","peg",0,0,0,0,0,0,0,0
"9102","pegs",0,0,0,0,0,0,0,0
"9103","pelagic",0,0,0,0,0,0,0,0
"9104","pellet",0,0,0,0,0,0,0,0
"9105","pen",0,0,0,0,0,0,0,0
"9106","penal",0,0,0,1,0,1,0,0
"9107","penalty",1,0,0,1,0,1,0,0
"9108","penance",0,0,0,1,0,1,0,0
"9109","penchant",0,0,0,0,0,0,0,0
"9110","pencil",0,0,0,0,0,0,0,0
"9111","pendant",0,0,0,0,0,0,0,0
"9112","pendency",0,0,0,0,0,0,0,0
"9113","pendent",0,0,0,0,0,0,0,0
"9114","pending",0,0,0,0,0,0,0,0
"9115","pendulum",0,0,0,0,0,0,0,0
"9116","penetrate",0,0,0,0,0,0,0,0
"9117","penetrating",0,0,0,0,0,0,0,0
"9118","penetration",1,0,0,1,0,0,0,0
"9119","peninsula",0,0,0,0,0,0,0,0
"9120","penitentiary",1,0,0,0,0,0,0,0
"9121","pennant",0,0,0,0,0,0,0,0
"9122","penniless",0,0,0,0,0,0,0,0
"9123","penny",0,0,0,0,0,0,0,0
"9124","pension",0,0,0,0,0,0,0,0
"9125","pensioner",0,0,0,0,0,0,0,0
"9126","pensive",0,0,0,0,0,1,0,0
"9127","pentagon",0,0,0,0,0,0,0,0
"9128","penthouse",0,0,0,0,0,0,0,0
"9129","penultimate",0,0,0,0,0,0,0,0
"9130","people",0,0,0,0,0,0,0,0
"9131","peopled",0,0,0,0,0,0,0,0
"9132","pepper",0,0,0,0,0,0,0,0
"9133","peptic",0,0,0,0,0,0,0,0
"9134","perceive",0,0,0,0,0,0,0,1
"9135","percentage",0,0,0,0,0,0,0,0
"9136","perceptible",0,0,0,0,0,0,0,0
"9137","perception",0,0,0,0,0,0,0,0
"9138","perceptive",0,0,0,0,0,0,0,0
"9139","perch",0,0,0,0,0,0,0,0
"9140","perchance",0,0,0,0,0,0,1,0
"9141","percolation",0,0,0,0,0,0,0,0
"9142","percussion",0,0,0,0,0,0,0,0
"9143","perdition",1,0,1,1,0,1,0,0
"9144","peremptory",0,0,0,0,0,0,0,0
"9145","perennial",0,0,0,0,0,0,0,1
"9146","perfect",0,1,0,0,1,0,0,1
"9147","perfection",0,1,0,0,1,0,1,1
"9148","perforated",0,0,0,0,0,0,0,0
"9149","perforation",0,0,0,0,0,0,0,0
"9150","perforce",0,0,0,0,0,0,0,0
"9151","perform",0,0,0,0,0,0,0,0
"9152","performance",0,0,0,0,0,0,0,0
"9153","performer",0,0,0,0,0,0,0,0
"9154","perfume",0,0,0,0,0,0,0,0
"9155","perfumed",0,0,0,0,0,0,0,0
"9156","peri",0,0,0,0,0,0,1,0
"9157","peridot",0,0,0,0,0,0,0,0
"9158","peril",0,1,0,1,0,1,0,0
"9159","perilous",0,1,0,1,0,1,0,0
"9160","perimeter",0,0,0,0,0,0,0,0
"9161","period",0,0,0,0,0,0,0,0
"9162","periodic",0,0,0,0,0,0,0,0
"9163","periodical",0,0,0,0,0,0,0,0
"9164","periodically",0,0,0,0,0,0,0,0
"9165","periodicity",0,0,0,0,0,0,0,1
"9166","periphery",0,0,0,0,0,0,0,0
"9167","perish",0,0,0,1,0,1,0,0
"9168","perishable",0,0,0,0,0,0,0,0
"9169","perished",0,0,0,0,0,1,0,0
"9170","perishing",0,0,0,1,0,1,0,0
"9171","perjury",0,0,0,1,0,0,1,0
"9172","perk",0,0,0,0,0,0,0,0
"9173","permanence",0,0,0,0,0,0,0,0
"9174","permeable",0,0,0,0,0,0,0,0
"9175","permeate",0,0,0,0,0,0,0,0
"9176","permeation",0,0,0,0,0,0,0,0
"9177","permissible",0,0,0,0,0,0,0,0
"9178","permission",0,0,0,0,0,0,0,0
"9179","permissive",0,0,0,0,0,0,0,0
"9180","permit",0,0,0,0,0,0,0,0
"9181","permitted",0,0,0,0,0,0,0,0
"9182","permitting",0,0,0,0,0,0,0,0
"9183","permutation",0,0,0,0,0,0,0,0
"9184","pernicious",1,0,0,1,0,1,0,0
"9185","perpendicular",0,0,0,0,0,0,0,0
"9186","perpetrate",0,0,0,0,0,0,0,0
"9187","perpetrator",1,0,1,1,0,1,0,0
"9188","perpetual",0,0,0,0,0,0,0,0
"9189","perpetually",0,0,0,0,0,0,0,0
"9190","perpetuate",0,1,0,0,0,0,0,0
"9191","perpetuation",0,0,0,0,0,0,0,0
"9192","perpetuity",0,1,0,0,0,0,0,1
"9193","perplexed",0,0,0,0,0,0,0,0
"9194","perplexing",0,0,0,0,0,0,0,0
"9195","perplexity",0,0,0,0,0,1,0,0
"9196","persecute",1,0,0,1,0,0,0,0
"9197","persecution",1,0,1,1,0,1,0,0
"9198","perseverance",0,0,0,0,0,0,0,0
"9199","persevere",0,0,0,0,0,0,0,0
"9200","persist",0,0,0,0,0,0,0,0
"9201","persistence",0,0,0,0,0,0,0,0
"9202","persistent",0,0,0,0,0,0,0,0
"9203","persisting",0,0,0,0,0,0,0,0
"9204","person",0,0,0,0,0,0,0,0
"9205","personable",0,0,0,0,0,0,0,0
"9206","personage",0,0,0,0,0,0,0,0
"9207","personal",0,0,0,0,0,0,0,1
"9208","personification",0,0,0,0,0,0,0,0
"9209","personnel",0,0,0,0,0,0,0,0
"9210","persons",0,0,0,0,0,0,0,0
"9211","perspective",0,0,0,0,0,0,0,0
"9212","perspiration",0,0,1,0,0,0,0,0
"9213","persuade",0,0,0,0,0,0,0,1
"9214","persuasion",0,0,0,0,0,0,0,0
"9215","persuasive",0,0,0,0,0,0,0,0
"9216","pert",0,0,0,0,0,0,0,0
"9217","pertinent",0,0,0,0,0,0,0,1
"9218","perturbation",0,0,0,1,0,0,0,0
"9219","pertussis",0,0,0,0,0,0,0,0
"9220","perusal",0,0,0,0,0,0,0,0
"9221","peruse",0,0,0,0,0,0,0,0
"9222","pervading",0,0,0,0,0,0,0,0
"9223","perverse",1,0,1,1,0,0,0,0
"9224","perversion",1,0,1,0,0,1,0,0
"9225","pervert",1,0,1,0,0,0,0,0
"9226","perverted",0,0,1,0,0,0,0,0
"9227","pessimism",1,0,0,1,0,1,0,0
"9228","pessimist",0,0,0,1,0,1,0,0
"9229","pest",1,0,1,1,0,0,0,0
"9230","pestilence",0,0,1,1,0,0,0,0
"9231","pet",0,0,0,0,0,0,0,0
"9232","petition",0,0,0,0,0,0,0,0
"9233","petitioner",0,0,0,0,0,0,0,0
"9234","petrol",0,0,0,0,0,0,0,0
"9235","petroleum",0,0,1,0,0,0,0,0
"9236","petting",0,0,0,0,0,0,0,0
"9237","petty",0,0,0,0,0,0,0,0
"9238","pew",0,0,0,0,0,0,0,0
"9239","pewter",0,0,0,0,0,0,0,0
"9240","phalanx",0,0,0,1,0,0,0,1
"9241","phantom",0,0,0,1,0,0,0,0
"9242","pharmaceutical",0,0,0,0,0,0,0,0
"9243","pharmacist",0,0,0,0,0,0,0,0
"9244","pharmacology",0,0,0,0,0,0,0,0
"9245","pharmacy",0,0,0,0,0,0,0,0
"9246","phase",0,0,0,0,0,0,0,0
"9247","phenomenon",0,0,0,0,0,0,0,0
"9248","philanthropic",0,0,0,0,0,0,0,1
"9249","philanthropist",0,0,0,0,0,0,0,1
"9250","philanthropy",0,0,0,0,0,0,0,0
"9251","philosopher",0,0,0,0,0,0,0,1
"9252","philosophic",0,0,0,0,0,0,0,0
"9253","philosophical",0,0,0,0,0,0,0,0
"9254","philosophy",0,0,0,0,0,0,0,0
"9255","phlegm",0,0,1,0,0,0,0,0
"9256","phoenix",0,0,0,0,0,0,0,0
"9257","phone",0,0,0,0,0,0,0,0
"9258","phonetic",0,0,0,0,0,0,0,0
"9259","phonetics",0,0,0,0,0,0,0,0
"9260","phonics",0,0,0,0,0,0,0,0
"9261","phonograph",0,0,0,0,0,0,0,0
"9262","phonology",0,0,0,0,0,0,0,0
"9263","phony",1,0,1,0,0,0,0,0
"9264","phosphor",0,0,0,0,0,0,0,0
"9265","phosphorus",0,0,0,0,0,0,0,0
"9266","photo",0,0,0,0,0,0,0,0
"9267","photogenic",0,0,0,0,0,0,0,0
"9268","photograph",0,0,0,0,0,0,0,0
"9269","photographer",0,0,0,0,0,0,0,0
"9270","photography",0,0,0,0,0,0,0,0
"9271","photometry",0,0,0,0,0,0,0,0
"9272","phrase",0,0,0,0,0,0,0,0
"9273","phraseology",0,0,0,0,0,0,0,0
"9274","phylogeny",0,0,0,0,0,0,0,0
"9275","physical",0,0,0,0,0,0,0,0
"9276","physician",0,0,0,0,0,0,0,1
"9277","physicist",0,0,0,0,0,0,0,1
"9278","physics",0,0,0,0,0,0,0,0
"9279","physiology",0,0,0,0,0,0,0,0
"9280","physique",0,0,0,0,0,0,0,0
"9281","pianist",0,0,0,0,0,0,0,0
"9282","piano",0,0,0,0,0,0,0,0
"9283","piazza",0,0,0,0,0,0,0,0
"9284","piccolo",0,0,0,0,0,0,0,0
"9285","pick",0,0,0,0,0,0,0,0
"9286","picked",0,0,0,0,0,0,0,0
"9287","picket",1,1,0,1,0,0,0,0
"9288","picketing",1,0,0,0,0,0,0,0
"9289","pickle",0,0,0,0,0,0,0,0
"9290","pickup",0,0,0,0,0,0,0,0
"9291","picnic",0,1,0,0,1,0,1,1
"9292","pictorial",0,0,0,0,0,0,0,0
"9293","picture",0,0,0,0,0,0,0,0
"9294","picturesque",0,0,0,0,1,0,0,0
"9295","pie",0,0,0,0,0,0,0,0
"9296","piecemeal",0,0,0,0,0,0,0,0
"9297","pied",0,0,0,0,0,0,0,0
"9298","pier",0,0,0,0,0,0,0,0
"9299","pierce",0,0,0,0,0,0,0,0
"9300","piety",0,0,0,0,0,0,0,0
"9301","pig",0,0,1,0,0,0,0,0
"9302","pigeon",0,0,0,0,0,0,0,0
"9303","pigment",0,0,0,0,0,0,0,0
"9304","pike",0,0,0,0,0,0,0,0
"9305","pile",0,0,0,0,0,0,0,0
"9306","piles",0,0,1,0,0,0,0,0
"9307","pilgrim",0,0,0,0,0,0,0,0
"9308","pilgrimage",0,0,0,0,0,0,0,0
"9309","pill",0,0,0,0,0,0,0,1
"9310","pillage",1,0,1,1,0,0,0,0
"9311","pillar",0,0,0,0,0,0,0,0
"9312","pillow",0,0,0,0,0,0,0,0
"9313","pillowcase",0,0,0,0,0,0,0,0
"9314","pilot",0,0,0,0,0,0,0,1
"9315","pimp",0,0,0,0,0,0,0,0
"9316","pimple",0,0,1,0,0,0,0,0
"9317","pin",0,0,0,0,0,0,0,0
"9318","pinch",0,0,0,0,0,0,0,0
"9319","pinching",0,0,0,0,0,0,0,0
"9320","pine",0,0,0,0,0,1,0,0
"9321","pineapple",0,0,0,0,0,0,0,0
"9322","ping",0,0,0,0,0,0,0,0
"9323","pinhole",0,0,0,0,0,0,0,0
"9324","pinion",0,0,0,1,0,0,0,0
"9325","pink",0,0,0,0,0,0,0,0
"9326","pinnacle",0,0,0,0,0,0,0,0
"9327","pioneer",0,0,0,0,0,0,0,0
"9328","pious",0,0,1,0,0,1,0,1
"9329","pip",0,0,0,0,0,0,0,0
"9330","pipe",0,0,0,0,0,0,0,0
"9331","piped",0,0,0,0,0,0,0,0
"9332","pipeline",0,0,0,0,0,0,0,0
"9333","piper",0,0,0,0,0,0,0,0
"9334","pipette",0,0,0,0,0,0,0,0
"9335","pique",1,0,0,0,0,0,0,0
"9336","piracy",0,0,0,0,0,0,0,0
"9337","pirate",1,0,0,0,0,0,0,0
"9338","piscina",0,0,0,0,0,0,0,0
"9339","pistol",0,0,0,0,0,0,0,0
"9340","piston",0,0,0,0,0,0,0,0
"9341","pit",0,0,0,0,0,0,0,0
"9342","pitch",0,0,0,0,0,0,0,0
"9343","pitcher",0,0,0,0,0,0,0,0
"9344","pitfall",1,0,1,1,0,1,1,0
"9345","pith",0,0,0,0,0,0,0,1
"9346","pithy",0,0,0,0,0,0,0,0
"9347","pitted",0,0,0,0,0,0,0,0
"9348","pity",0,0,0,0,0,1,0,0
"9349","pivot",0,0,0,0,0,0,0,1
"9350","pix",0,0,0,0,0,0,0,0
"9351","placard",0,0,0,0,0,0,1,0
"9352","place",0,0,0,0,0,0,0,0
"9353","placebo",0,0,0,0,0,0,0,0
"9354","placid",0,0,0,0,0,0,0,0
"9355","placket",0,0,0,0,0,0,0,0
"9356","plagiarism",0,0,1,0,0,0,0,0
"9357","plague",0,0,1,1,0,1,0,0
"9358","plaid",0,0,0,0,0,0,0,0
"9359","plain",0,0,0,0,0,0,0,0
"9360","plaintiff",0,0,0,0,0,0,0,0
"9361","plaintive",0,0,0,0,0,1,0,0
"9362","plan",0,1,0,0,0,0,0,0
"9363","plane",0,0,0,0,0,0,0,0
"9364","planet",0,0,0,0,0,0,0,0
"9365","planetarium",0,0,0,0,0,0,0,0
"9366","planets",0,0,0,0,0,0,0,0
"9367","plank",0,0,0,0,0,0,0,0
"9368","planned",0,0,0,0,0,0,0,0
"9369","planning",0,1,0,0,0,0,0,1
"9370","plant",0,0,0,0,0,0,0,0
"9371","plantation",0,0,0,0,0,0,0,0
"9372","planter",0,0,0,0,0,0,0,0
"9373","planting",0,0,0,0,0,0,0,0
"9374","plasma",0,0,0,0,0,0,0,0
"9375","plaster",0,0,0,0,0,0,0,0
"9376","plastic",0,0,0,0,0,0,0,0
"9377","plasticity",0,0,0,0,0,0,0,0
"9378","plat",0,0,0,0,0,0,0,0
"9379","plate",0,0,0,0,0,0,0,0
"9380","plateau",0,0,0,0,0,0,0,0
"9381","plated",0,0,0,0,0,0,0,0
"9382","platform",0,0,0,0,0,0,0,0
"9383","plating",0,0,0,0,0,0,0,0
"9384","platoon",0,0,0,0,0,0,0,0
"9385","platter",0,0,0,0,0,0,0,0
"9386","plausibility",0,0,0,0,0,0,0,0
"9387","play",0,0,0,0,0,0,0,0
"9388","playa",0,0,0,0,0,0,0,0
"9389","player",0,0,0,0,0,0,0,0
"9390","playful",1,0,0,0,1,0,1,1
"9391","playground",0,1,0,0,1,0,1,1
"9392","playhouse",0,0,0,0,1,0,0,0
"9393","playmate",0,0,0,0,0,0,0,0
"9394","playwright",0,0,0,0,0,0,0,0
"9395","plaza",0,0,0,0,0,0,0,0
"9396","plea",0,1,0,1,0,1,0,0
"9397","pleasant",0,1,0,0,1,0,1,1
"9398","pleased",0,0,0,0,1,0,0,0
"9399","pleasurable",0,0,0,0,1,0,0,0
"9400","pleat",0,0,0,0,0,0,0,0
"9401","pleated",0,0,0,0,0,0,0,0
"9402","pledge",0,0,0,0,1,0,0,1
"9403","pledged",0,0,0,0,0,0,0,0
"9404","plenary",0,0,0,0,0,0,0,0
"9405","plentiful",0,0,0,0,0,0,0,0
"9406","plenty",0,0,0,0,0,0,0,0
"9407","plenum",0,0,0,0,0,0,0,0
"9408","plethora",0,0,0,0,0,0,0,0
"9409","plexus",0,0,0,0,0,0,0,0
"9410","pliable",0,0,0,0,0,0,0,0
"9411","plication",0,0,0,0,0,0,0,0
"9412","pliers",0,0,0,0,0,0,0,0
"9413","plight",0,1,1,1,0,1,0,0
"9414","plinth",0,0,0,0,0,0,0,0
"9415","plodding",0,0,0,0,0,0,0,0
"9416","plot",0,0,0,0,0,0,0,0
"9417","plough",0,0,0,0,0,0,0,0
"9418","ploughed",0,0,0,0,0,0,0,0
"9419","plover",0,0,0,0,0,0,0,0
"9420","plow",0,0,0,0,0,0,0,0
"9421","plowed",0,0,0,0,0,0,0,0
"9422","plowing",0,0,0,0,0,0,0,0
"9423","pluck",0,0,0,0,0,0,0,0
"9424","plug",0,0,0,0,0,0,0,0
"9425","plum",0,0,0,0,0,0,0,0
"9426","plumage",0,0,0,0,0,0,0,0
"9427","plumb",0,0,0,0,0,0,0,0
"9428","plume",0,0,0,0,0,0,0,0
"9429","plummet",0,0,0,1,0,0,0,0
"9430","plump",0,1,0,0,0,0,0,0
"9431","plumper",0,0,0,0,0,0,0,0
"9432","plunder",1,0,1,1,0,1,1,0
"9433","plunge",0,0,0,1,0,0,0,0
"9434","plural",0,0,0,0,0,0,0,0
"9435","plurality",0,0,0,0,0,0,0,0
"9436","plush",0,0,0,0,0,0,0,0
"9437","plutonium",0,0,0,0,0,0,0,0
"9438","ply",0,0,0,0,0,0,0,0
"9439","pneumonia",0,0,0,1,0,0,0,0
"9440","poaching",1,0,1,1,0,1,0,0
"9441","pocket",0,0,0,0,0,0,0,0
"9442","pocketbook",0,0,0,0,0,0,0,0
"9443","pod",0,0,0,0,0,0,0,0
"9444","poem",0,0,0,0,0,0,0,0
"9445","poet",0,0,0,0,0,0,0,0
"9446","poetic",0,0,0,0,0,0,0,0
"9447","poetical",0,0,0,0,0,0,0,0
"9448","poetics",0,0,0,0,0,0,0,0
"9449","poetry",0,0,0,0,0,0,0,0
"9450","poignant",0,0,0,0,0,0,0,0
"9451","point",0,0,0,0,0,0,0,0
"9452","pointedly",0,0,0,0,0,0,0,0
"9453","pointer",0,0,0,0,0,0,0,0
"9454","pointless",0,0,0,0,0,1,0,0
"9455","poise",0,0,0,0,0,0,0,0
"9456","poison",1,0,1,1,0,1,0,0
"9457","poisoned",1,0,1,1,0,1,0,0
"9458","poisoning",0,0,1,0,0,0,0,0
"9459","poisonous",1,0,1,1,0,1,0,0
"9460","poke",0,1,0,0,0,0,0,0
"9461","poker",0,0,0,0,0,0,0,0
"9462","polar",0,0,0,0,0,0,0,0
"9463","polarity",0,0,0,0,0,0,1,0
"9464","pole",0,0,0,0,0,0,0,0
"9465","polemic",1,0,1,0,0,0,0,0
"9466","police",0,0,0,1,0,0,0,1
"9467","policeman",0,0,0,1,0,0,0,1
"9468","policy",0,0,0,0,0,0,0,1
"9469","polio",0,0,0,1,0,1,0,0
"9470","polish",0,0,0,0,0,0,0,0
"9471","polished",0,0,0,0,0,0,0,0
"9472","polite",0,0,0,0,0,0,0,0
"9473","politeness",0,0,0,0,0,0,0,0
"9474","politic",0,0,1,0,0,0,0,0
"9475","politician",0,0,0,0,0,0,0,0
"9476","politics",1,0,0,0,0,0,0,0
"9477","polity",0,0,0,0,0,0,0,0
"9478","poll",0,0,0,0,0,0,0,1
"9479","pollute",0,0,1,0,0,0,0,0
"9480","pollution",0,0,1,0,0,0,0,0
"9481","polo",0,0,0,0,0,0,0,0
"9482","polygamy",0,0,1,0,0,0,0,0
"9483","polygon",0,0,0,0,0,0,0,0
"9484","polygonal",0,0,0,0,0,0,0,0
"9485","polymer",0,0,0,0,0,0,0,0
"9486","polymorphism",0,0,0,0,0,0,0,0
"9487","pomp",0,0,0,0,0,0,0,0
"9488","pompous",0,0,1,0,0,0,0,0
"9489","poncho",0,0,0,0,0,0,0,0
"9490","pond",0,0,0,0,0,0,0,0
"9491","ponder",0,0,0,0,0,0,0,0
"9492","ponderous",0,0,0,0,0,0,0,0
"9493","pontiff",0,0,0,0,0,0,0,1
"9494","pontificate",0,0,0,0,0,0,0,0
"9495","pontoon",0,0,0,0,0,0,0,0
"9496","pony",0,0,0,0,0,0,0,0
"9497","poodle",0,0,0,0,0,0,0,0
"9498","pool",0,0,0,0,0,0,0,0
"9499","poop",0,0,0,0,0,0,0,0
"9500","poorly",0,0,0,0,0,0,0,0
"9501","pop",0,0,0,0,0,0,1,0
"9502","pope",0,0,0,0,0,0,0,0
"9503","poppy",0,0,0,0,0,0,0,0
"9504","popular",0,0,0,0,0,0,0,0
"9505","popularity",0,0,0,0,0,0,0,0
"9506","popularized",0,0,0,0,0,0,0,0
"9507","population",0,0,0,0,0,0,0,0
"9508","populous",0,0,0,0,0,0,0,0
"9509","porcelain",0,0,0,0,0,0,0,0
"9510","porch",0,0,0,0,0,0,0,0
"9511","porcupine",0,0,0,0,0,0,0,0
"9512","pore",0,0,0,0,0,0,0,0
"9513","pork",0,0,0,0,0,0,0,0
"9514","porn",0,0,1,0,0,0,0,0
"9515","porno",0,0,0,0,0,0,0,0
"9516","pornographic",0,0,0,0,0,0,0,0
"9517","pornography",0,0,1,0,0,0,0,0
"9518","porosity",0,0,0,0,0,0,0,0
"9519","porous",0,0,0,0,0,0,0,0
"9520","porridge",0,0,0,0,0,0,0,0
"9521","port",0,0,0,0,0,0,0,0
"9522","portable",0,0,0,0,0,0,0,0
"9523","portage",0,0,0,0,0,0,0,0
"9524","portal",0,0,0,0,0,0,0,0
"9525","porter",0,0,0,0,0,0,0,0
"9526","portfolio",0,0,0,0,0,0,0,0
"9527","portico",0,0,0,0,0,0,0,0
"9528","portion",0,0,0,0,0,0,0,0
"9529","portrait",0,0,0,0,0,0,0,0
"9530","portraiture",0,0,0,0,0,0,0,0
"9531","portray",0,0,0,0,0,0,0,0
"9532","pose",0,0,0,0,0,0,0,0
"9533","poser",0,0,0,0,0,0,0,0
"9534","posited",0,0,0,0,0,0,0,0
"9535","position",0,0,0,0,0,0,0,0
"9536","posse",0,0,0,1,0,0,0,0
"9537","possess",0,1,0,0,1,0,0,1
"9538","possessed",1,0,1,1,0,0,0,0
"9539","possessing",0,0,0,0,0,0,0,0
"9540","possession",1,0,1,1,0,0,0,0
"9541","possessor",0,0,0,0,0,0,0,0
"9542","possibility",0,1,0,0,0,0,0,0
"9543","possibly",0,0,0,0,0,0,0,0
"9544","post",0,0,0,0,0,0,0,0
"9545","postal",0,0,0,0,0,0,0,0
"9546","poster",0,0,0,0,0,0,0,0
"9547","posterior",0,0,0,0,0,0,0,0
"9548","posterity",0,0,0,0,0,0,0,0
"9549","posthumous",0,0,0,0,0,1,0,0
"9550","postpone",0,0,0,0,0,0,0,0
"9551","postponed",0,0,0,0,0,0,0,0
"9552","postponement",0,0,0,0,0,0,1,0
"9553","postscript",0,0,0,0,0,0,0,0
"9554","postulate",0,0,0,0,0,0,0,0
"9555","posture",0,0,0,0,0,0,0,0
"9556","pot",0,0,0,0,0,0,0,0
"9557","potable",0,0,0,0,0,0,0,0
"9558","potency",0,0,0,0,0,0,0,0
"9559","potent",0,0,0,0,0,0,0,0
"9560","potential",0,0,0,0,0,0,0,0
"9561","potion",0,0,0,0,0,0,0,0
"9562","potluck",0,0,0,0,0,0,0,0
"9563","potpourri",0,0,0,0,0,0,0,0
"9564","potter",0,0,0,0,0,0,0,0
"9565","pottery",0,0,0,0,0,0,0,0
"9566","pouch",0,0,0,0,0,0,0,0
"9567","poultry",0,0,0,0,0,0,0,0
"9568","pound",1,0,0,0,0,0,0,0
"9569","pour",0,0,0,0,0,0,0,0
"9570","poverty",1,0,1,1,0,1,0,0
"9571","pow",1,0,0,0,0,0,0,0
"9572","powder",0,0,0,0,0,0,0,0
"9573","powdered",0,0,0,0,0,0,0,0
"9574","powdery",0,0,0,0,0,0,0,0
"9575","powerful",1,1,1,1,1,0,0,1
"9576","powerfully",0,0,0,1,0,0,0,0
"9577","powerless",1,0,1,1,0,1,0,0
"9578","pox",0,0,0,0,0,0,0,0
"9579","practicable",0,0,0,0,0,0,0,0
"9580","practical",0,0,0,0,0,0,0,0
"9581","practically",0,0,0,0,0,0,0,0
